step,reward_score,response_length_tokens,clip_ratio
783,0.777344,2929.3867,0.03125
784,0.84375,3044.4922,0.066406
785,0.847656,3051.5859,0.082031
786,0.753906,2872.2734,0.066406
787,0.863281,2804.3594,0.054688
788,0.726562,3366.0312,0.121094
789,0.761719,3364.3086,0.109375
790,0.867188,2773.4805,0.066406
791,0.757812,3550.4922,0.167969
792,0.851562,3384.9492,0.125
793,0.851562,2887.0742,0.042969
794,0.78125,2856.5156,0.054688
795,0.75,3279.5703,0.097656
796,0.816406,3239.4766,0.105469
797,0.773438,3142.0312,0.125
798,0.828125,2699.7539,0.066406
799,0.855469,3276.7695,0.097656
800,0.8125,3091.6602,0.097656
801,0.941406,2422.5508,0.039062
802,0.691406,4071.1562,0.199219
803,0.765625,3167.6406,0.109375
804,0.824219,3185.3828,0.113281
805,0.753906,3461.2461,0.101562
806,0.757812,2832.6758,0.039062
807,0.707031,4361.3242,0.195312
808,0.859375,3354.1875,0.085938
809,0.867188,2994.0859,0.070312
810,0.71875,3334.7656,0.136719
811,0.84375,3291.9258,0.082031
812,0.695312,3439.5547,0.148438
813,0.816406,3036.5039,0.101562
814,0.851562,3025.1797,0.109375
815,0.875,3090.2227,0.074219
816,0.839844,3061.0273,0.058594
817,0.925781,3167.0039,0.035156
818,0.742188,3342.5938,0.101562
819,0.8125,3678.6641,0.175781
820,0.808594,3119.3672,0.113281
821,0.71875,3291.9844,0.097656
822,0.867188,3016.1836,0.058594
823,0.722656,3813.9258,0.199219
824,0.699219,3006.5,0.074219
825,0.921875,2861.0469,0.070312
826,0.804688,2845.7344,0.066406
827,0.828125,2886.3711,0.046875
828,0.671875,3646.5547,0.167969
829,0.738281,3441.3203,0.070312
830,0.792969,3265.9727,0.113281
831,0.75,3437.2383,0.132812
832,0.730469,3675.0156,0.140625
833,0.769531,3828.2344,0.121094
834,0.820312,3626.9648,0.132812
835,0.839844,3148.7109,0.054688
836,0.855469,2864.0625,0.09375
837,0.722656,3433.2656,0.179688
838,0.78125,3174.9375,0.101562
839,0.796875,3251.2656,0.09375
840,0.761719,3531.1914,0.15625
841,0.726562,3775.2109,0.125
842,0.839844,3038.9102,0.054688
843,0.722656,4361.3828,0.214844
844,0.808594,3697.7266,0.148438
845,0.832031,3231.9805,0.089844
846,0.8125,3228.3047,0.0625
847,0.683594,3853.3008,0.183594
848,0.777344,3717.2539,0.167969
849,0.761719,3294.6992,0.105469
850,0.894531,2983.4453,0.078125
851,0.804688,3548.4375,0.128906
852,0.78125,3466.707,0.128906
853,0.722656,3833.3203,0.1875
854,0.621094,4277.3477,0.246094
855,0.695312,3914.9141,0.132812
856,0.796875,2961.8984,0.09375
857,0.746094,3254.9023,0.121094
858,0.777344,3439.6953,0.109375
859,0.804688,3836.8242,0.179688
860,0.800781,3039.7773,0.078125
861,0.742188,3364.6055,0.097656
862,0.703125,3238.6055,0.136719
863,0.828125,3573.6719,0.125
864,0.730469,3679.6133,0.101562
865,0.816406,3081.9883,0.035156
866,0.808594,3718.207,0.132812
867,0.890625,2987.8906,0.074219
868,0.789062,3165.5938,0.089844
869,0.6875,4044.2812,0.1875
870,0.789062,3444.5547,0.132812
871,0.8125,3140.668,0.148438
872,0.828125,3398.8086,0.09375
873,0.832031,3640.0312,0.148438
874,0.667969,4107.6641,0.222656
875,0.789062,3003.6875,0.042969
876,0.808594,3153.6445,0.125
877,0.90625,3075.7344,0.082031
878,0.734375,3716.418,0.152344
879,0.777344,3230.7773,0.070312
880,0.777344,3534.2266,0.125
881,0.867188,2940.1523,0.101562
882,0.726562,3094.25,0.089844
883,0.703125,4383.9609,0.132812
884,0.714844,3221.6406,0.0625
885,0.679688,3631.1406,0.179688
886,0.773438,2881.7109,0.089844
887,0.832031,3381.2266,0.097656
888,0.835938,2988.6523,0.070312
889,0.839844,2914.0078,0.101562
890,0.835938,2808.0742,0.042969
891,0.816406,2795.1602,0.078125
892,0.757812,3280.3711,0.101562
893,0.777344,2800.6641,0.054688
894,0.769531,3001.1562,0.082031
895,0.738281,3159.4297,0.09375
896,0.769531,3230.3984,0.109375
897,0.707031,4180.4883,0.164062
898,0.761719,3610.9766,0.179688
899,0.859375,3059.4023,0.058594
900,0.8125,2867.2266,0.082031
901,0.847656,2843.9414,0.085938
902,0.894531,3344.0234,0.074219
903,0.78125,3162.957,0.082031
904,0.800781,3292.9453,0.113281
905,0.785156,3073.9258,0.101562
906,0.867188,3037.5312,0.050781
907,0.792969,3034.0742,0.09375
908,0.742188,3536.1562,0.179688
909,0.769531,3221.3906,0.121094
910,0.789062,2715.332,0.085938
911,0.875,2676.7852,0.027344
912,0.71875,3401.4297,0.148438
913,0.863281,2957.5898,0.074219
914,0.847656,3095.2969,0.128906
915,0.757812,3538.5156,0.128906
916,0.804688,3302.5391,0.171875
917,0.816406,3927.6953,0.140625
918,0.8125,3158.9805,0.09375
919,0.753906,3845.9492,0.175781
920,0.644531,3345.3281,0.101562
921,0.714844,3343.4336,0.117188
922,0.914062,2749.7617,0.050781
923,0.828125,2957.3828,0.046875
924,0.847656,2786.2656,0.078125
925,0.878906,3331.7188,0.097656
926,0.871094,2705.2539,0.035156
927,0.792969,3743.2891,0.121094
928,0.710938,3773.1641,0.148438
929,0.859375,2841.3711,0.066406
930,0.828125,3567.9609,0.078125
931,0.675781,3947.1211,0.203125
932,0.742188,3651.8594,0.125
933,0.800781,2957.8828,0.097656
934,0.726562,3620.1914,0.171875
935,0.835938,3620.75,0.117188
936,0.839844,3155.2852,0.085938
937,0.871094,3059.1758,0.054688
938,0.761719,3382.9648,0.113281
939,0.738281,3516.207,0.128906
940,0.773438,3526.2383,0.113281
941,0.742188,3149.2812,0.121094
942,0.710938,3840.0312,0.179688
943,0.761719,3247.8672,0.09375
944,0.882812,3177.7422,0.113281
945,0.753906,3441.3398,0.125
946,0.882812,3142.9375,0.046875
947,0.910156,2940.4141,0.082031
948,0.75,3169.2695,0.101562
949,0.898438,2854.2891,0.078125
950,0.703125,3439.6328,0.152344
951,0.832031,3557.6797,0.125
952,0.8125,3646.3242,0.109375
953,0.851562,3089.9414,0.097656
954,0.726562,3185.5312,0.109375
955,0.808594,3663.625,0.171875
956,0.742188,3580.6445,0.144531
957,0.832031,2897.8906,0.085938
958,0.796875,3424.5234,0.082031
959,0.828125,3221.7031,0.09375
960,0.734375,3775.2422,0.195312
961,0.738281,3196.3672,0.109375
962,0.824219,3254.3086,0.171875
963,0.855469,3016.2383,0.078125
964,0.796875,2674.9297,0.058594
965,0.820312,2950.7383,0.0625
966,0.78125,3590.9219,0.074219
967,0.773438,3705.4688,0.132812
968,0.722656,3315.9297,0.140625
969,0.777344,3372.7852,0.109375
970,0.816406,3542.3828,0.097656
971,0.796875,3480.8164,0.078125
972,0.796875,3100.3594,0.125
973,0.832031,3465.1328,0.085938
974,0.847656,3070.8086,0.0625
975,0.765625,3072.1484,0.074219
976,0.777344,3176.1953,0.089844
977,0.746094,3224.2656,0.085938
978,0.839844,3049.2305,0.089844
979,0.761719,2519.4766,0.019531
980,0.785156,3333.9219,0.164062
981,0.835938,3493.457,0.085938
982,0.78125,3245.4688,0.113281
983,0.703125,3641.8555,0.140625
984,0.804688,3047.6797,0.101562
985,0.707031,3600.418,0.171875
986,0.890625,2995.1992,0.066406
987,0.847656,3056.1016,0.09375
988,0.789062,3458.3867,0.070312
989,0.730469,4324.7969,0.234375
990,0.847656,3489.0078,0.101562
991,0.820312,3330.9648,0.085938
992,0.773438,3064.7539,0.132812
993,0.8125,3212.9258,0.074219
994,0.738281,3378.9609,0.105469
995,0.761719,3457.1914,0.152344
996,0.777344,3340.5391,0.089844
997,0.660156,3735.6875,0.21875
998,0.847656,3320.9375,0.050781
999,0.761719,3410.7461,0.097656
1000,0.84375,2607.1641,0.042969
1001,0.765625,3688.543,0.125
1002,0.828125,3330.7461,0.109375
1003,0.738281,3884.6562,0.152344
1004,0.847656,3116.5859,0.078125
1005,0.734375,3648.25,0.15625
1006,0.765625,3829.3125,0.160156
1007,0.867188,3263.7109,0.054688
1008,0.777344,2838.8867,0.09375
1009,0.855469,2828.3359,0.046875
1010,0.804688,3361.4531,0.09375
1011,0.84375,3269.4297,0.078125
1012,0.835938,3453.3945,0.152344
1013,0.808594,3513.0234,0.113281
1014,0.847656,2917.9258,0.085938
1015,0.742188,3313.2188,0.050781
1016,0.730469,3519.3398,0.132812
1017,0.789062,3308.9375,0.105469
1018,0.730469,3473.4805,0.171875
1019,0.875,2729.4102,0.035156
1020,0.757812,3868.9414,0.15625
1021,0.804688,2915.0781,0.0625
1022,0.703125,3922.5391,0.179688
1023,0.808594,2971.6797,0.078125
1024,0.792969,3758.7617,0.160156
1025,0.859375,2885.9922,0.050781
1026,0.773438,3032.8945,0.058594
1027,0.707031,3768.3711,0.164062
1028,0.84375,3497.293,0.078125
1029,0.882812,2589.3438,0.035156
1030,0.640625,3967.6719,0.183594
1031,0.789062,3492.2695,0.085938
1032,0.8125,2986.6836,0.09375
1033,0.910156,2690.9414,0.039062
1034,0.742188,3445.5234,0.164062
1035,0.824219,3487.3008,0.101562
1036,0.707031,3993.9062,0.261719
1037,0.632812,4559.8789,0.238281
1038,0.792969,3531.7344,0.121094
1039,0.84375,3209.5078,0.082031
1040,0.734375,3417.5664,0.152344
1041,0.832031,3462.2188,0.113281
1042,0.78125,3639.1211,0.144531
1043,0.855469,3528.8125,0.097656
1044,0.84375,3132.2461,0.050781
1045,0.800781,3704.5977,0.167969
1046,0.695312,3994.2617,0.164062
1047,0.75,3241.0742,0.121094
1048,0.71875,3942.4648,0.140625
1049,0.898438,2656.6641,0.0625
1050,0.75,2964.8281,0.085938
1051,0.820312,3331.7031,0.089844
1052,0.710938,3408.0664,0.148438
1053,0.78125,3130.6719,0.105469
1054,0.78125,2984.5586,0.078125
1055,0.867188,3085.5781,0.054688
1056,0.8125,3614.5234,0.113281
1057,0.753906,3631.0977,0.125
1058,0.851562,3424.918,0.105469
1059,0.734375,3493.8516,0.167969
1060,0.773438,3123.0469,0.125
1061,0.855469,3183.3438,0.09375
1062,0.746094,3784.6016,0.125
1063,0.851562,3009.7148,0.046875
1064,0.871094,2918.582,0.082031
1065,0.847656,3221.1992,0.105469
1066,0.886719,3502.5586,0.109375
1067,0.894531,3205.0938,0.054688
1068,0.71875,3467.2227,0.199219
1069,0.804688,3135.793,0.074219
1070,0.796875,3222.9102,0.089844
1071,0.800781,3306.8516,0.128906
1072,0.800781,3543.7305,0.113281
1073,0.796875,3284.7695,0.117188
1074,0.847656,3254.7656,0.082031
1075,0.765625,4100.2148,0.164062
1076,0.699219,4564.3906,0.179688
1077,0.785156,3227.2383,0.113281
1078,0.660156,3777.5391,0.238281
1079,0.886719,2647.418,0.027344
1080,0.757812,3288.2969,0.089844
1081,0.855469,3161.8594,0.070312
1082,0.8125,3530.8555,0.125
1083,0.773438,3379.4922,0.160156
1084,0.757812,3737.5625,0.089844
1085,0.738281,3335.4883,0.117188
1086,0.816406,3409.4688,0.105469
1087,0.828125,2979.7812,0.070312
1088,0.777344,3186.3711,0.089844
1089,0.722656,3358.2227,0.164062
1090,0.835938,2708.6055,0.0625
1091,0.832031,3665.7344,0.148438
1092,0.808594,3245.875,0.097656
1093,0.835938,3314.2812,0.089844
1094,0.757812,3126.0898,0.085938
1095,0.804688,3128.4141,0.054688
1096,0.769531,3643.7773,0.125
1097,0.769531,3897.7852,0.183594
1098,0.75,3296.4648,0.113281
1099,0.71875,3707.6602,0.121094
1100,0.828125,3063.1914,0.082031
1101,0.785156,3303.8359,0.089844
1102,0.808594,2674.6797,0.046875
1103,0.738281,3134.6289,0.117188
1104,0.71875,3151.7734,0.097656
1105,0.800781,3701.3594,0.128906
1106,0.859375,3146.9805,0.078125
1107,0.742188,3450.6719,0.121094
1108,0.734375,3916.9414,0.15625
1109,0.804688,3188.4727,0.109375
1110,0.777344,3267.418,0.113281
1111,0.777344,3438.9023,0.109375
1112,0.730469,4242.5859,0.152344
1113,0.8125,3525.2578,0.15625
1114,0.765625,2966.1367,0.125
1115,0.660156,4040.9023,0.21875
1116,0.726562,3664.625,0.132812
1117,0.847656,2791.2891,0.085938
1118,0.738281,3851.2031,0.160156
1119,0.820312,3105.6328,0.046875
1120,0.855469,3501.2031,0.117188
1121,0.8125,3497.5547,0.097656
1122,0.773438,3170.1133,0.097656
1123,0.761719,3810.9336,0.101562
1124,0.832031,3302.793,0.128906
1125,0.789062,3470.8672,0.105469
1126,0.863281,2951.4062,0.0625
1127,0.761719,3744.5469,0.132812
1128,0.839844,2821.1484,0.066406
1129,0.839844,3148.9297,0.109375
1130,0.84375,3385.457,0.140625
1131,0.699219,3520.9453,0.09375
1132,0.875,3161.9492,0.097656
1133,0.816406,3195.457,0.089844
1134,0.789062,3261.0469,0.148438
1135,0.765625,3375.2812,0.140625
1136,0.757812,3744.7305,0.214844
1137,0.894531,2939.8945,0.023438
1138,0.796875,3225.2617,0.167969
1139,0.757812,3440.8555,0.121094
1140,0.808594,3519.9453,0.121094
1141,0.757812,3646.8789,0.164062
1142,0.8125,3861.8516,0.160156
1143,0.675781,3798.6055,0.160156
1144,0.769531,3679.5156,0.117188
1145,0.726562,2860.4492,0.078125
1146,0.730469,3528.3477,0.148438
1147,0.9375,3081.3164,0.023438
1148,0.910156,2797.8047,0.046875
1149,0.878906,3249.7422,0.078125
1150,0.839844,3484.9609,0.085938
1151,0.835938,3325.6094,0.101562
1152,0.761719,3138.957,0.136719
1153,0.738281,3282.4062,0.132812
1154,0.964844,2660.6328,0.039062
1155,0.753906,3728.6992,0.152344
1156,0.84375,2900.1445,0.121094
1157,0.714844,3537.8242,0.171875
1158,0.691406,3813.9805,0.171875
1159,0.773438,3320.8398,0.105469
1160,0.773438,3137.3594,0.105469
1161,0.820312,3456.5781,0.097656
1162,0.828125,3324.3906,0.0625
1163,0.878906,2974.4922,0.074219
1164,0.785156,3383.5586,0.125
1165,0.6875,4192.1367,0.207031
1166,0.683594,3781.4062,0.132812
1167,0.671875,4068.6094,0.222656
1168,0.78125,3910.1328,0.167969
1169,0.660156,3740.6406,0.144531
1170,0.816406,2628.5352,0.070312
1171,0.792969,3757.8789,0.113281
1172,0.808594,3713.6367,0.117188
1173,0.851562,2896.2227,0.046875
1174,0.5625,4356.8594,0.3125
1175,0.683594,4605.5117,0.230469
1176,0.84375,3231.2422,0.113281
1177,0.742188,4306.0039,0.160156
1178,0.671875,4329.9727,0.246094
1179,0.78125,2987.1758,0.082031
1180,0.777344,4152.9023,0.144531
1181,0.882812,2865.7344,0.082031
1182,0.660156,4041.9141,0.21875
1183,0.71875,4109.7383,0.195312
1184,0.726562,4061.2852,0.1875
1185,0.824219,2888.2227,0.09375
1186,0.664062,4165.3008,0.183594
1187,0.78125,3280.6523,0.121094
1188,0.746094,3833.2656,0.179688
1189,0.84375,3542.5273,0.152344
1190,0.792969,3850.5586,0.167969
1191,0.867188,3764.3281,0.109375
1192,0.828125,3464.8398,0.089844
1193,0.808594,3952.8711,0.1875
1194,0.890625,2964.2422,0.03125
1195,0.832031,3277.9102,0.09375
1196,0.808594,3396.4844,0.15625
1197,0.707031,3157.6367,0.074219
1198,0.78125,3876.293,0.140625
1199,0.699219,3931.4531,0.167969
1200,0.820312,3673.1367,0.144531
1201,0.824219,3217.125,0.109375
1202,0.710938,3553.9961,0.128906
1203,0.730469,3455.9961,0.164062
1204,0.703125,3490.1875,0.160156
1205,0.847656,2945.5977,0.074219
1206,0.726562,3964.0664,0.199219
1207,0.75,3828.3633,0.171875
1208,0.90625,3042.6016,0.042969
1209,0.777344,3722.7422,0.171875
1210,0.753906,2802.75,0.09375
1211,0.808594,3554.1992,0.144531
1212,0.640625,4099.75,0.144531
1213,0.753906,3908.9883,0.171875
1214,0.855469,2736.1484,0.050781
1215,0.78125,3253.5625,0.101562
1216,0.804688,3149.3203,0.113281
1217,0.765625,3536.4648,0.148438
1218,0.617188,3840.543,0.21875
1219,0.796875,3276.3867,0.117188
1220,0.703125,3130.2617,0.117188
1221,0.808594,3754.8828,0.105469
1222,0.832031,2803.7031,0.09375
1223,0.835938,3839.4727,0.164062
1224,0.789062,3432.875,0.140625
1225,0.730469,3418.4414,0.117188
1226,0.878906,2823.3594,0.050781
1227,0.875,2786.1133,0.054688
1228,0.800781,3610.0117,0.195312
1229,0.902344,2988.582,0.0625
1230,0.792969,3074.3477,0.066406
1231,0.742188,3919.3281,0.144531
1232,0.816406,3125.5039,0.082031
1233,0.8125,3569.5859,0.128906
1234,0.789062,3375.5703,0.152344
1235,0.800781,3165.1133,0.089844
1236,0.753906,3647.7148,0.160156
1237,0.867188,2612.9219,0.027344
1238,0.78125,3487.2578,0.128906
1239,0.742188,3442.4961,0.128906
1240,0.789062,2995.125,0.082031
1241,0.804688,3265.082,0.109375
1242,0.707031,4155.875,0.175781
1243,0.824219,3778.7656,0.128906
1244,0.875,2879.1797,0.0625
1245,0.78125,3879.3789,0.101562
1246,0.757812,3572.2773,0.152344
1247,0.769531,3263.7578,0.125
1248,0.847656,3545.3594,0.136719
1249,0.800781,3979.1484,0.152344
1250,0.730469,3869.4219,0.164062
1251,0.796875,2965.1914,0.082031
1252,0.707031,3895.7969,0.164062
1253,0.714844,3658.0391,0.175781
1254,0.894531,2635.2695,0.035156
1255,0.609375,4124.9453,0.195312
1256,0.785156,3273.3945,0.125
1257,0.800781,3317.4648,0.0625
1258,0.734375,3956.6328,0.199219
1259,0.761719,3417.3242,0.148438
1260,0.785156,3914.8672,0.160156
1261,0.816406,3462.4688,0.136719
1262,0.792969,3800.125,0.140625
1263,0.75,3453.0859,0.125
1264,0.765625,3284.7812,0.144531
1265,0.832031,3120.6797,0.097656
1266,0.765625,3922.9414,0.128906
1267,0.898438,3401.5352,0.089844
1268,0.84375,3393.8711,0.109375
1269,0.84375,3409.1211,0.09375
1270,0.859375,3271.1914,0.101562
1271,0.824219,2823.1914,0.097656
1272,0.714844,3777.4492,0.105469
1273,0.808594,3187.3242,0.113281
1274,0.695312,3769.9922,0.210938
1275,0.746094,4038.668,0.148438
1276,0.824219,3706.7188,0.148438
1277,0.699219,3763.1758,0.164062
1278,0.714844,3818.3359,0.152344
1279,0.789062,3563.4609,0.132812
1280,0.855469,3178.3867,0.066406
1281,0.648438,4183.8555,0.226562
1282,0.917969,2739.957,0.019531
1283,0.894531,3119.0391,0.066406
1284,0.792969,3779.793,0.179688
1285,0.859375,3561.0234,0.117188
1286,0.707031,3818.207,0.183594
1287,0.789062,3376.6055,0.105469
1288,0.769531,3665.4102,0.125
1289,0.820312,3421.457,0.125
1290,0.710938,3890.8398,0.097656
